Filename852-delno	Pade v menu	CategoryTag	Tag1	Področje	Tag3	Podlaga	Tehnika	Tag6	Tag7	Tag8	Tag9
0613-334-2018-17_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-335-2018-7_sklep o ustavitvi po ZIN_ni krτitve_24.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-344-2017-8_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-344-2018-6_sklep o ustavitvi po ZIN_ni krτitve_7.11.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-349-2016-7_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_21.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-354-2017-10_sklep o ustavitvi po ZIN _po odpravi nepravilnosti_2.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-358-2017-5_sklep o ustavitvi po ZIN_ni krτitve__27.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-364-2015-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_31.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-365-2017-3_sklep o ustavitvi po ZIN_ ni krτitve_17.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-366-2018-5_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_31.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-369-2015-34_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_22.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-37-2017-12_sklep o ustavitvi po ZIN_ukrep po ZP-1_24.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-37-2018-7_sklep o ustavitvi po ZIN_ ni krτitve_30.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-370-2015-18_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_10.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-370-2017-12_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_26.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-371-2018-7_sklep o ustavitvi po ZIN_ni krτitve_7.11.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-372-2017-5_sklep o ustavitvi po ZIN_ ni krτitve_3.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-373-2017-4_sklep o ustavitvi po ZIN_ ni krτitve_3.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-375-2017-13_sklep o ustavitvi po ZIN_ ni krτitve_4.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-375-2017-6_sklep o ustavitvi po ZIN_ ni krτitve_4.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-376-2017-15_sklep o ustavitvi po ZIN_ni krτitve_12.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-381-2015-10_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_21.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-381-2018-8_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-384-2017-5_sklep o ustavitvi po ZIN_ni krτitve-7.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-385-2017-11_sklep o ustavitvi po ZIN_ ni krτitve_14.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-387-2017-7_sklep o ustavitvi po ZIN_ ni krτitve_4.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-389-2017-7_Sklep o ustavitvi po ZIN_ni krτitve_13.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-39-2018-9_sklep o ustavitvi po ZIN_ukrep po ZP-1_27.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-390-2017-10_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_6.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-391-2014-13_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_21.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-391-2017-5_sklep o ustavitvi po ZIN_ ni krτitve_2.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-394-2017-6_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_26.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-397-2016-12_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_22.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-397-2017-12_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_30.4.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-4-2018-6_sklep o ustavitvi po ZIN_ ni krτitve_11.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-400-2017-5_sklep o ustavitvi po ZIN_ ni krτitve_,11.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-401-2016-8_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-403-2017-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_10.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-404-2017-15_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_23.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-405-2016-11_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_8.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-405-2017-10_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-405-2017-10_sklep o ustavitvi po ZIN_ni krτitve_10.4.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-406-2017-9_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_24.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-411-2017-14_sklep o ustavitvi po ZIN_ ni krτitve_26.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-412-2016-6_sklep o ustavitvi po ZIN_ni krτitve_10.9.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-412-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_27.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-413-2017-4_sklep o ustavitvi_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-413-2018-5_Sklep o ustavitvi po ZIN_po odpravi nepravilnosti_19.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-414-2017-8_sklep o ustavitvipo ZIN_po odpravi nepravilnosti_27.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-415-2017-9_sklep o ustavitvi po odpravi krτitve_9.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-417-2017-6_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_12.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-418-2016-5_sklep o ustavitvi ZIN_ukrep po ZP-1_ 16.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-419-2016-16_Sklep o ustavitvi po ZIN_ukrep po ZP-1_13.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-419-2017-10_sklep o ustavitvi po ZIN_ukrep po ZP-1 _16.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-421-2017-12_sklep o ustavitvi po ZIN_ni krτitve-26.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-424-2015-8_Sklep o ustavitvi po ZIN_izbris zavezanca_za e-oglasno desko_8.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN							pravica do izbrisa		
0613-424-2017-5_Sklep o ustavitvi po ZIN_ni krτitve_20.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-427-2018-4_sklep o ustavitvi po ZIN_ni krτitve_8.11.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-428-2017-6_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_12.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-43-2017-4_Sklep o ustavitvi po ZIN_ni krτitve_23.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-431-2016-9_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_28.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-441-2018-3_sklep o ustavitvi po ZIN_ ni krτitve_17.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-46-2018-4_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-467-2018-5_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_5.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-47-2018-5_sklep o ustavitvi po ZIN_ni krτitve_8.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-472-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_9.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-483-2018-8_sklep o ustavitvi po ZIN_ni krτitve_10.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-491-2018-7_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-506-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_22.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-52-2018-6_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-527-2018-5_Sklep o ustavitvi po ZIN_ni krτitve_7.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-54-2015-30_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_24.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-545-2018-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-55-2016-9_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_28.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-58-2017-7_sklep o ustavitvi po ZIN_po prostovolni odpravi nepravilnosti_27.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-6-2014-13_Sklep o ustavitvi po ZIN_izbris zavezanca_za e-oglasno desko_19.6.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN							pravica do izbrisa		
0613-63-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-67-2017-10_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_20.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-67-2018-11_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_28.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-7-2018-6_sklep o ustavitvi po ZIN_ ni krτitve_21.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-70-2018-5_sklep o ustavitvi po ZIN_ni krτitve_23.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-71-2018-7_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-73-2018-4_Sklep o ustavitvi po ZIN_ni krτitve_6.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-82-2017-12_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-84-2018-8_sklep o ustavitvi po ZIN_ni krτitve_12.6.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-86-2018-13_sklep o ustavitvi po ZIN_ni krτitve_9.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-9-2018-7_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_23.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-91-2015-7_sklep o ustavitvi po ZIN_ni krτitve_21.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-92-2017-9_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-95-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-96-2017-14_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_10. 5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-99-2017-11_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-10-2015-22_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_18.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-119-2018_sklep o ustavitvi po ZIN_uvedba postopka po ZP1_11.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-236-2018_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_11.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-251-2018-21 - sklep o ustavitvi po ZIN_ni krτitve_31.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-255-2018_sklep o ustvaitvi po ZIN_ni krτitve_16.01.2019.doc	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-313-2018-7 - sklep o ustavitvi po ZIN_ukrep po ZP-1_14.2.2019.docx	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-315-2018-5 - sklep o ustavitvi po ZIN_ukrep po ZP-1_21.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-130-2018-6_sklep o ustavitvi po ZIN_ni krτitve_17.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-156-2017_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_17.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-171-2018-6_sklep o ustavitvi po ZIN_ukrep po ZP-1_21.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-18-2018_sklep o ustavitvi po ZIN_ni krτitve_16.01.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-196-2018-11_sklep o ustavitvi po ZIN_ni krτitve_29.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-234-2015-13_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_17.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-236-2018-14_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_28.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-237-2018-14_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_28.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-260-2018-11 - sklep o ustavitvi po ZIN_ukrep po ZP-1_8.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-27-2018-6_Sklep o ustavitvi po ZIN_ni krτitve_7.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-303-2018-5_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_31.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-325-2017-5_Sklep o ustavitvi po ZIN_ni krτitve_9.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-360-2017-13_sklep o ustavitvi po ZIN_ukrep po ZP-1_18.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-411-2018-10 - sklep o ustavitvi po ZIN_ni krτitve_10.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-432-2018_sklep o ustavitvi po ZIN_ ni krτitve_18.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-466-2018-5_sklep o ustavitvi po ZIN_ni krτitve_17.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-578-2018-4_sklep o ustavitvi po ZIN_ni krτitve_18.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-581-2018-5 - sklep o ustavitvi po ZIN_ukrep po ZP-1_4.2.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-590-2018-6 - sklep o ustavitvi po ZIN_po odpravi nepravilnosti_31.1.2019.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0603-100-2015-13_uradni zaznamek o ustavitvi po ZP_.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP	uradni zaznamek								
0603-131-2012-46_uradni zaznamek o ustavitvi po ZP_.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP	uradni zaznamek								
0603-14-2016-11_UZ o ustavitvi po ZP-1_.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP									
0603-156-2012_uradni zaznamek o ustavitvi po ZP_.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP	uradni zaznamek								
0603-27-2016-3_UZ o ustavitvi postopka o prekrτku_2.9.16.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP									
0603-42-2016-7_uradni zaznamek o ustavitvi po ZP_21.7.16.odt	IP RS | Odločitve SLO IP | Prekrškovni postopki | Ustavitev postopka	Ustavitev ZP	uradni zaznamek								
