Filename852-delno	Pade v menu	CategoryTag	Tag1	Področje	Tag3	Podlaga	Tehnika	Tag6	Tag7	Tag8	Tag9
0612-219-2016-13_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_11.1.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-219-2017-4_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_26.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-23-2017-7_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_9.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-230-2018-6_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_19.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-232-2018-6_sklep o ustavitvi po ZIN_ni krτitve_23.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-236-2016-4_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_10.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-24-2017-33_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_4.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-24-2018-8_sklep o ustavitvi po ZIN_ni krτitve_30.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-242-2016-6_sklep o ustavitvi postopka_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-257-2018-9_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-258-2018-7_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-270-2018-5_sklep o ustavitvi po ZIN_ni krτitve_12.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-276-2018-8- sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-291-2018-5_sklep o ustavitvi po ZIN_ni krτitve_20.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-296-2018-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_27.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-30-2018-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_11.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-305-2018-6_sklep o ustavitvi po ZIN_ukrep po ZP-1_28.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-322-2015-20_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-343-2015-9_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_7.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-35-2018-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_15.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-37-2018-16_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_6.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-39-2016-11 _sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_22.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-4-2018-7_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-42-2018-5_sklep o ustavitvi_ni krτitve_20.6.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-47-2018-9_sklep o ustavitvi po ZIN_ni krτitve_19.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-48-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_31.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-49-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_28.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-51-2018-3_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-52-2018-3_sklep o ustavitvi po ZIN_ni krτitve_18.9.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-54-2018-5_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-56-2018-8_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-59-2017-6_sklep o ustavitvi po ZIN_ni krτitve_18.1.2018,konƒni.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-6-2018-10_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_10.4.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-62-2017-6_sklep o ustavitvi_ni krτitve_15.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-63-2017-17_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_12.1.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-64-2018-9_Sklep o ustavitvi po ZIN_po odpravi nepravilnosti_29.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-65-2017-10_sklep o ustavitvi po ZIN_uvedba postopka po ZP_8.1.17.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-67-2018-6_sklep o ustavitvi po ZIN_ukrep po ZP-1_16.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-7-2017-14_sklep o ustavitvi po ZIN_ni krτitve_8.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-71-2017-24_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_5.4.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-74-2017-12_sklep o ustavitvi po ZIN_ni krτitve_5.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-74-2017-13_sklep o ustavitvi po ZIN_po prostovoljni odpravi krτitve_5.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-75-2018-9_Sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-78-2018-5_Sklep o ustavitvi po ZIN_ni krτitve_10.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-79-2017-10_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_12.1.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-81-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_5.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-84-2017-12_sklep o ustavitvi po odpravi nepravilnosti_23.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-86-2017-9_sklep o ustavitvi po ZIN_ukrep po ZP-1_23.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-86-2018-12_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_29.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-87-2017-8_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-88-2017-22_sklep o ustavitvi po ZIN_uvedba postopka po ZP_27.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-92-2017-9_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-95-2017-10_sklep o ustavitvi po ZIN_ni krτitve_6.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-95-2018-8_sklep o ustavitvi po ZIN_ni krτitve_27.6.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-96-2018-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_22.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0612-99-2018-4_skep o ustavitvi po ZIN_ni krτitve_6.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-101-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_10.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-102-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-105-2017-6_sklep o ustavitvi po ZIN_ukrep po ZP-1_25.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-107-2017-8_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-12-2016-6_sklep o ustavitvi po ZIN_ni krτitve_21.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-123-2017-10_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_17.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-123-2018-7_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_8.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-125-2018-7_sklep o ustavitvi po ZIN_ni krτitve_31.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-126-2017-12_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-126-2018-5_sklep o ustavitvi po ZIN_ni krτitve_25.4.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-128-2018-12_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_21.6.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-130-2017-9_sklep o ustavitvi po ZIN_ po odpravi nepravilnost_26.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-131-2018-14_sklep o ustavitvi_ni krτitve_29.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-132-2017-8_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_27.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-138-2017-19_sklep o ustavitvi_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-138-2018-7_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-142-2018-8_sklep o ustavitvi po ZIN_ukrep po ZP-1_24.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-143-2016-13_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_26.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-144-2018-8_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-145-2018-8_sklep o ustavitvi po ZIN_ni krτitve_13.6.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-148-2018-15_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-15-2018-85_sklep o ustavitvi po ZIN_nepristojnost_5.2.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN						pristojnost IP			
0613-151-2018-5_sklep o ustavitvi po ZIN_ni krτitve_21.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-152-2017-14_sklep o ustavitvi po ZIN_ ni krτitve_5.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-155-2017-7_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_15.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-157-2016-10_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_28.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-157-2018-12_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_23.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-167-2017-5_Sklep o ustavitvi po ZIN_po odpravi nepravilnosti_21.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-17-2018-6_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_3.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-173-2017-12_sklep o ustavitvi po ZIN_ni krτitve_27.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-176-2018-18_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_23.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-179-2018-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_6.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-180-2018-5_Sklep o ustavitvi po ZIN_ni krτitve_19.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-191-2017-13_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_16.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-193-2018-6_sklep o ustavitvi po odpravi krτitve_7.8.2018_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-194-2015-5_sklep o ustavitvi po ZIN_ni krτitve-22.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-202-2017-8_sklep o ustavitvi po ZIN_ukrep po ZP-1_25.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-204-2017-14_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-209-2018-9_sklep o ustavitvi po ZIN_ni krτitve_20.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-212-2017-9_sklep o ustavitvi po ZIN_ni krτitve_24.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-225-2014-52_sklep o ustavitvi po ZIN_ni krτitve_11.1.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-227-2018-6_sklep o ustavitvi po ZIN_ni krτitve_6.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-229-2017-6_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-234-2016-8_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_2.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-237-2016-11_sklep o ustavitvi po ZIN_ukrep po ZP-1_10.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-238-2018-6_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_16.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-24-2018-6_sklep o ustavitvi po ZIN_ni krτitve_14.3.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-241-2017-7_sklep o ustavitvi po ZIN_ni krτitve_24. 5. 2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-245-2018-6_sklep o ustavitvi po odpravi krτitve_17.8.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-246-2018-16_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-248-2016-17_Sklep o ustavitvi ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-248-2016-18_sklep o ustavitvi po ZIN_po odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-258-2017-13_sklep o ustavitvi po ZIN_ po odpravi nepravilnosti_11.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-261-2018-5_sklep o ustavitvi po ZIN_ni krτitve_29.8.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-267-2017-8_Sklep o ustavitvi po ZIN_po prostovoljno odpravljenih nepravilnostih_3.1.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-27-2017-8_sklep o ustavitvi po ZIN_ukrep po ZP-1_21.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-270-2017-23_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_3.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-270-2017-24_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_3.7.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-273-2018-8_sklep o ustavitvi po ZIN_ni krτitve_17.7.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-274-2018-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_0.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-275-2016-10_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_24.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-277-2017-5_sklep o ustavitvi po ZIN_ ni krτitve_24.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-28-2018-6_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-280-2018-7_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-280-2018-8_sklep o ustavitvi po ZIN_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-285-2018-5_sklep o ustavitvi po ZIN_ukrep po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-287-2017-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_10.5.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-291-2018-8_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_6.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-298-2018-5_sklep o ustavitvi po ZIN_ni krτitve_10.9.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-30-2018-10_sklep o ustavitvi_po prostovoljni odpravi nepravilnosti_24.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-300-2017-13_sklep o ustavitvi ZIN_ni krsitve_15.2.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-302-2018-10_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_10.9.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-307-2016-196_sklep o ustavitvi_uvedba postopka po ZP-1_21.12.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-315-2018-6- sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-319-2018-6_Sklep o ustavitvi po ZIN_ni krτitve_13.9.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-320-2017-9_sklep o ustavitvi ZIN_ni krsitve_9.3.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-320-2018-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_11.10.18.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-321-2018-7_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_6.12.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-322-2017-4_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_17. 4. 2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-325-2016-7_sklep o ustavitvi po ZIN_ukrep po ZP-1_25.4.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-327-2014-14_sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-327-2018-9 _sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-328-2017-5_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-329-2018-8_sklep o ustavitvi po ZIN_uvedba postopka po ZP-1_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-330-2015-7_Sklep o ustavitvi po ZIN_ni krτitve_19.11.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-330-2017-6_Sklep o ustavitvi po ZIN_po prostovoljni odpravi nepravilnosti_23.5.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-332-2017-6_sklep o ustavitvi po ZIN_ ni krτitve_11.6.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-333-2018-6_sklep o ustavitvi po ZIN_ni krτitve_24.10.2018.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
0613-334-2018-16_sklep o ustavitvi_ni krτitve_.odt	IP RS | Odločitve SLO IP | Inšpekcijski postopki | Ustavitev postopka	Ustavitev ZIN									
